ID_Registro,Ciudad,Fecha,Hora,Latitud,Longitud,Tipo_Zona,Tipo_Sensor,Fuente_Principal_Ruido,Nivel_Ruido_dB,Clasificacion_Normativa,Indice_Movilidad,Flujo_Vehicular_veh_h,Velocidad_Promedio_kmh,Saturacion_Transporte,Condicion_Climatica,Calidad_Señal_Sensor,Observaciones,Franja_Horaria,Es_Hora_Pico,Supera_Limite_Normativo,Indice_Congestion,Ratio_Ruido_Velocidad,Es_Diurno,Mes,Trimestre
COL-0276,Bogotá,2022-03-28,8,4.7224,-74.0708,Comercial,Sensor_Fijo,Eventos,82.4,Crítico,83,753,22.4,1.0,Despejado,0.98,Evento especial cercano,Mañana,1,1,0.932,3.6786,1,3,1
COL-0070,Bogotá,2022-03-30,18,4.6896,-74.1037,Comercial,Sensor_Fijo,Eventos,71.4,Alto,87,1248,25.0,1.0,Despejado,0.78,Operación normal,Noche,1,1,0.948,2.856,1,3,1
COL-0659,Bogotá,2022-03-31,17,4.6636,-74.0481,Residencial,Sensor_Móvil,Construcción,57.8,Alto,53,674,30.9,0.79,Nublado,0.79,Obra en construcción,Tarde,1,0,0.686,1.8706,1,3,1
COL-0492,Bogotá,2022-03-31,20,4.697,-74.1099,Comercial,Sensor_Fijo,Tráfico_Vehicular,72.8,Alto,63,926,33.2,0.87,Despejado,0.72,Mercado informal,Noche,0,1,0.774,2.1928,1,3,1
COL-0247,Bogotá,2022-04-04,14,4.7411,-74.0803,Industrial,Sensor_Móvil,Construcción,97.0,Crítico,49,628,30.0,0.55,Lluvioso,0.75,Festival o concierto,Tarde,0,1,0.526,3.2333,1,4,2
COL-0020,Bogotá,2022-04-14,1,4.7098,-74.0541,Residencial,Sensor_Fijo,Transporte_Público,39.3,Bajo,0,0,64.4,0.08,Despejado,0.94,Evento especial cercano,Madrugada,0,0,0.048,0.6102,0,4,2
COL-0415,Bogotá,2022-04-18,7,4.7585,-74.0818,Comercial,Sensor_Fijo,Eventos,76.7,Alto,94,1115,24.0,1.0,Nublado,0.91,Obra en construcción,Mañana,1,1,0.976,3.1958,1,4,2
COL-0359,Bogotá,2022-04-26,4,4.6756,-74.1073,Mixta,Sensor_Fijo,Tráfico_Vehicular,50.2,Bajo,19,192,40.3,0.29,Nublado,0.82,Moto dañada transitando,Madrugada,0,0,0.25,1.2457,0,4,2
COL-0367,Bogotá,2022-04-27,21,4.7454,-74.0294,Educativa,Sensor_Fijo,Transporte_Público,58.6,Alto,31,338,52.2,0.3,Nublado,0.76,Mercado informal,Noche,0,1,0.304,1.1226,1,4,2
COL-0721,Bogotá,2022-04-28,6,4.6965,-74.0803,Hospitalaria,Sensor_Móvil,Comercio,43.2,Moderado,30,285,51.8,0.44,Lluvioso,0.82,Obra en construcción,Mañana,0,0,0.384,0.834,1,4,2
COL-0913,Bogotá,2022-05-03,17,4.703,-74.093,Industrial,Sensor_Fijo,Transporte_Público,86.1,Alto,75,995,28.5,0.97,Despejado,0.8,Medición estándar,Tarde,1,1,0.882,3.0211,1,5,2
COL-0059,Bogotá,2022-05-11,20,4.684,-74.0475,Residencial,Sensor_Fijo,Transporte_Público,52.0,Moderado,23,209,52.5,0.35,Lluvioso,0.77,Festival o concierto,Noche,0,0,0.302,0.9905,1,5,2
COL-0091,Bogotá,2022-05-15,13,4.7403,-74.0574,Mixta,Sensor_Fijo,Tráfico_Vehicular,57.9,Moderado,56,676,38.5,0.8,Nublado,0.83,Medición estándar,Tarde,0,0,0.704,1.5039,1,5,2
COL-0086,Bogotá,2022-05-31,0,4.7484,-74.053,Comercial,Sensor_Fijo,Tráfico_Vehicular,58.3,Bajo,29,316,48.8,0.27,Lluvioso,0.95,Obra en construcción,Madrugada,0,0,0.278,1.1947,0,5,2
COL-0334,Bogotá,2022-06-04,2,4.6792,-74.1088,Residencial,Sensor_Fijo,Tráfico_Vehicular,43.0,Bajo,1,12,60.7,0.0,Ventoso,0.8,Evento especial cercano,Madrugada,0,0,0.004,0.7084,0,6,2
COL-0314,Bogotá,2022-06-06,14,4.6726,-74.0838,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,52.4,Moderado,36,427,43.7,0.41,Despejado,0.71,Semáforo averiado,Tarde,0,0,0.39,1.1991,1,6,2
COL-0431,Bogotá,2022-06-16,8,4.7198,-74.0263,Comercial,Sensor_Fijo,Tráfico_Vehicular,74.0,Alto,95,941,20.6,1.0,Despejado,0.98,Medición estándar,Mañana,1,1,0.98,3.5922,1,6,2
COL-0887,Bogotá,2022-06-16,22,4.6925,-74.0775,Residencial,Sensor_Fijo,Tráfico_Vehicular,48.3,Moderado,2,28,62.9,0.0,Nublado,1.0,Operación normal,Noche,0,0,0.008,0.7679,0,6,2
COL-0135,Bogotá,2022-06-24,6,4.7335,-74.0495,Residencial,Sensor_Fijo,Tráfico_Vehicular,39.8,Bajo,25,331,48.0,0.27,Despejado,0.75,Festival o concierto,Mañana,0,0,0.262,0.8292,1,6,2
COL-0299,Bogotá,2022-06-30,21,4.7543,-74.0843,Comercial,Sensor_Móvil,Tráfico_Vehicular,68.3,Moderado,68,571,38.1,0.98,Despejado,0.96,Medición estándar,Noche,0,1,0.86,1.7927,1,6,2
COL-0013,Bogotá,2022-07-07,6,4.7414,-74.0287,Mixta,Sensor_Móvil,Transporte_Público,55.3,Moderado,63,922,28.7,0.77,Despejado,0.87,Operación normal,Mañana,0,0,0.714,1.9268,1,7,3
COL-0455,Bogotá,2022-07-11,14,4.7362,-74.0878,Residencial,Sensor_Fijo,Tráfico_Vehicular,54.1,Moderado,31,458,43.8,0.3,Lluvioso,0.99,Festival o concierto,Tarde,0,0,0.304,1.2352,1,7,3
COL-0940,Bogotá,2022-07-18,18,4.6968,-74.0527,Mixta,Sensor_Fijo,Transporte_Público,73.1,Crítico,78,839,36.4,0.89,Despejado,0.83,Semáforo averiado,Noche,1,1,0.846,2.0082,1,7,3
COL-0474,Bogotá,2022-07-27,21,4.7002,-74.0513,Residencial,Sensor_Ciudadano,Construcción,58.3,Alto,24,235,53.4,0.28,Despejado,0.77,Alta afluencia peatonal,Noche,0,1,0.264,1.0918,1,7,3
COL-0637,Bogotá,2022-08-01,4,4.7484,-74.0774,Comercial,Sensor_Fijo,Comercio,57.3,Bajo,29,319,54.2,0.28,Nublado,0.81,Moto dañada transitando,Madrugada,0,0,0.284,1.0572,0,8,3
COL-0931,Bogotá,2022-08-06,21,4.7559,-74.0375,Residencial,Sensor_Fijo,Transporte_Público,44.8,Bajo,23,276,50.5,0.28,Despejado,0.73,Mercado informal,Noche,0,0,0.26,0.8871,1,8,3
COL-0166,Bogotá,2022-08-10,6,4.7458,-74.0625,Comercial,Sensor_Móvil,Tráfico_Vehicular,57.0,Bajo,53,732,40.8,0.64,Ventoso,0.92,Festival o concierto,Mañana,0,0,0.596,1.3971,1,8,3
COL-0082,Bogotá,2022-08-10,18,4.6785,-74.0361,Hospitalaria,Sensor_Móvil,Mixta,62.3,Crítico,70,747,36.9,0.97,Despejado,0.91,Festival o concierto,Noche,1,1,0.862,1.6883,1,8,3
COL-0042,Bogotá,2022-08-14,16,4.7103,-74.0574,Comercial,Sensor_Fijo,Construcción,79.4,Crítico,57,574,35.0,0.74,Nublado,0.98,Medición estándar,Tarde,0,1,0.672,2.2686,1,8,3
COL-0238,Bogotá,2022-08-16,4,4.7542,-74.0392,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,43.2,Bajo,0,0,59.2,0.0,Lluvioso,0.75,Evento especial cercano,Madrugada,0,0,0.0,0.7297,0,8,3
COL-0592,Bogotá,2022-08-16,8,4.6611,-74.0368,Comercial,Sensor_Móvil,Tráfico_Vehicular,69.7,Moderado,92,1219,24.2,1.0,Despejado,0.91,Semáforo averiado,Mañana,1,0,0.968,2.8802,1,8,3
COL-0235,Bogotá,2022-08-22,17,4.6954,-74.0985,Mixta,Sensor_Fijo,Comercio,66.8,Alto,86,957,19.1,1.0,Despejado,0.85,Mercado informal,Tarde,1,0,0.944,3.4974,1,8,3
COL-0170,Bogotá,2022-08-24,22,4.6887,-74.1024,Mixta,Sensor_Fijo,Tráfico_Vehicular,61.2,Moderado,17,232,50.8,0.12,Nublado,0.99,Medición estándar,Noche,0,1,0.14,1.2047,0,8,3
COL-0290,Bogotá,2022-08-24,22,4.7092,-74.1052,Residencial,Sensor_Móvil,Eventos,54.3,Moderado,0,0,60.7,0.0,Lluvioso,0.83,Festival o concierto,Noche,0,0,0.0,0.8946,0,8,3
COL-0769,Bogotá,2022-08-30,19,4.7087,-74.0743,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,79.9,Crítico,92,867,26.8,1.0,Despejado,0.74,Alta afluencia peatonal,Noche,1,1,0.968,2.9813,1,8,3
COL-0584,Bogotá,2022-09-07,10,4.7135,-74.0295,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,56.6,Alto,39,472,44.7,0.5,Despejado,0.99,Moto dañada transitando,Mañana,0,0,0.456,1.2662,1,9,3
COL-0011,Bogotá,2022-09-08,11,4.6912,-74.0551,Mixta,Sensor_Móvil,Transporte_Público,63.6,Moderado,63,827,44.1,0.72,Nublado,0.94,Semáforo averiado,Mañana,0,0,0.684,1.4422,1,9,3
COL-0780,Bogotá,2022-09-09,12,4.665,-74.0261,Comercial,Sensor_Ciudadano,Transporte_Público,72.6,Alto,56,659,44.7,0.64,Despejado,0.81,Alta afluencia peatonal,Tarde,0,1,0.608,1.6242,1,9,3
COL-0530,Bogotá,2022-09-13,23,4.7589,-74.0884,Educativa,Sensor_Fijo,Tráfico_Vehicular,34.4,Bajo,11,149,56.0,0.18,Nublado,0.73,Medición estándar,Noche,0,0,0.152,0.6143,0,9,3
COL-0867,Bogotá,2022-09-14,6,4.76,-74.0872,Residencial,Sensor_Fijo,Tráfico_Vehicular,34.8,Bajo,30,246,46.6,0.42,Nublado,0.97,Evento especial cercano,Mañana,0,0,0.372,0.7468,1,9,3
COL-0140,Bogotá,2022-09-24,15,4.699,-74.0259,Hospitalaria,Sensor_Fijo,Comercio,50.6,Crítico,27,262,54.1,0.39,Nublado,0.92,Festival o concierto,Tarde,0,0,0.342,0.9353,1,9,3
COL-0482,Bogotá,2022-09-26,18,4.684,-74.0362,Mixta,Sensor_Fijo,Construcción,75.8,Crítico,85,937,22.8,1.0,Lluvioso,0.76,Mercado informal,Noche,1,1,0.94,3.3246,1,9,3
COL-0045,Bogotá,2022-09-27,22,4.6971,-74.0438,Comercial,Sensor_Fijo,Tráfico_Vehicular,72.6,Alto,22,297,55.0,0.23,Nublado,0.98,Obra en construcción,Noche,0,1,0.226,1.32,0,9,3
COL-0640,Bogotá,2022-10-01,2,4.7422,-74.1133,Residencial,Sensor_Fijo,Comercio,39.6,Bajo,5,53,71.4,0.07,Nublado,0.72,Evento especial cercano,Madrugada,0,0,0.062,0.5546,0,10,4
COL-0981,Bogotá,2022-10-02,18,4.6806,-74.1106,Comercial,Sensor_Fijo,Transporte_Público,79.3,Crítico,83,870,22.4,1.0,Despejado,0.77,Moto dañada transitando,Noche,1,1,0.932,3.5402,1,10,4
COL-0470,Bogotá,2022-10-09,10,4.7018,-74.0372,Residencial,Sensor_Móvil,Tráfico_Vehicular,59.6,Alto,35,321,40.3,0.47,Nublado,0.87,Obra en construcción,Mañana,0,0,0.422,1.4789,1,10,4
COL-0601,Bogotá,2022-10-22,10,4.7275,-74.0537,Hospitalaria,Sensor_Fijo,Construcción,61.7,Crítico,32,344,49.5,0.55,Lluvioso,0.86,Obra en construcción,Mañana,0,1,0.458,1.2465,1,10,4
COL-0537,Bogotá,2022-10-29,19,4.7293,-74.0248,Mixta,Sensor_Fijo,Tráfico_Vehicular,68.9,Alto,75,871,33.2,1.0,Nublado,0.83,Semáforo averiado,Noche,1,1,0.9,2.0753,1,10,4
COL-0090,Bogotá,2022-10-31,4,4.7481,-74.0719,Residencial,Sensor_Ciudadano,Transporte_Público,46.6,Bajo,0,0,69.2,0.06,Nublado,1.0,Alta afluencia peatonal,Madrugada,0,0,0.036,0.6734,0,10,4
COL-0575,Bogotá,2022-11-03,16,4.6679,-74.0619,Residencial,Sensor_Móvil,Tráfico_Vehicular,55.9,Alto,31,391,47.4,0.44,Lluvioso,0.74,Operación normal,Tarde,0,0,0.388,1.1793,1,11,4
COL-0332,Bogotá,2022-11-10,22,4.668,-74.0406,Mixta,Sensor_Fijo,Tráfico_Vehicular,66.3,Alto,24,330,43.0,0.45,Nublado,0.81,Moto dañada transitando,Noche,0,1,0.366,1.5419,0,11,4
COL-0219,Bogotá,2022-11-19,1,4.6795,-74.121,Residencial,Sensor_Fijo,Comercio,37.3,Bajo,0,0,57.6,0.09,Nublado,0.98,Medición estándar,Madrugada,0,0,0.054,0.6476,0,11,4
COL-0406,Bogotá,2022-11-22,20,4.7003,-74.0857,Mixta,Sensor_Fijo,Tráfico_Vehicular,59.5,Moderado,46,463,43.6,0.48,Despejado,0.75,Obra en construcción,Noche,0,1,0.472,1.3647,1,11,4
COL-0729,Bogotá,2022-11-24,8,4.7258,-74.0929,Comercial,Sensor_Fijo,Mixta,73.6,Alto,87,924,21.4,1.0,Lluvioso,0.92,Obra en construcción,Mañana,1,1,0.948,3.4393,1,11,4
COL-0517,Bogotá,2022-11-28,16,4.739,-74.0784,Residencial,Sensor_Ciudadano,Transporte_Público,53.2,Moderado,39,526,49.8,0.42,Despejado,0.91,Mercado informal,Tarde,0,0,0.408,1.0683,1,11,4
COL-0853,Bogotá,2022-12-04,13,4.6795,-74.1081,Comercial,Sensor_Fijo,Comercio,66.9,Moderado,63,735,28.0,0.84,Despejado,0.91,Medición estándar,Tarde,0,0,0.756,2.3893,1,12,4
COL-0710,Bogotá,2022-12-08,5,4.673,-74.0356,Comercial,Sensor_Ciudadano,Transporte_Público,67.9,Moderado,21,239,50.3,0.38,Despejado,0.78,Alta afluencia peatonal,Madrugada,0,1,0.312,1.3499,0,12,4
COL-0313,Bogotá,2022-12-11,4,4.7028,-74.0239,Industrial,Sensor_Móvil,Tráfico_Vehicular,72.7,Moderado,16,151,50.7,0.27,Despejado,0.74,Obra en construcción,Madrugada,0,1,0.226,1.4339,0,12,4
COL-0879,Bogotá,2022-12-17,10,4.7025,-74.0867,Comercial,Sensor_Fijo,Industrial,79.3,Crítico,60,899,28.0,0.83,Nublado,0.82,Medición estándar,Mañana,0,1,0.738,2.8321,1,12,4
COL-0294,Bogotá,2022-12-18,3,4.7418,-74.0481,Residencial,Sensor_Ciudadano,Construcción,39.4,Bajo,3,25,61.3,0.0,Despejado,0.77,Evento especial cercano,Madrugada,0,0,0.012,0.6427,0,12,4
COL-0052,Bogotá,2022-12-23,21,4.6806,-74.0491,Comercial,Sensor_Móvil,Tráfico_Vehicular,70.5,Alto,61,667,34.8,0.7,Ventoso,0.86,Obra en construcción,Noche,0,1,0.664,2.0259,1,12,4
COL-0264,Bogotá,2022-12-26,16,4.7548,-74.1149,Mixta,Sensor_Fijo,Tráfico_Vehicular,69.9,Alto,62,612,35.0,0.87,Despejado,0.76,Festival o concierto,Tarde,0,1,0.77,1.9971,1,12,4
COL-0652,Bogotá,2023-01-09,19,4.7311,-74.0944,Comercial,Sensor_Fijo,Transporte_Público,76.2,Alto,92,1367,23.2,1.0,Despejado,0.92,Moto dañada transitando,Noche,1,1,0.968,3.2845,1,1,1
COL-0764,Bogotá,2023-01-17,7,4.755,-74.1209,Comercial,Sensor_Fijo,Tráfico_Vehicular,70.0,Moderado,83,843,27.4,1.0,Despejado,0.72,Evento especial cercano,Mañana,1,0,0.932,2.5547,1,1,1
COL-0685,Bogotá,2023-01-18,12,4.7508,-74.1052,Residencial,Sensor_Fijo,Tráfico_Vehicular,54.9,Moderado,34,354,54.5,0.42,Nublado,0.87,Evento especial cercano,Tarde,0,0,0.388,1.0073,1,1,1
COL-0610,Bogotá,2023-01-19,10,4.7012,-74.0321,Residencial,Sensor_Móvil,Tráfico_Vehicular,49.0,Moderado,34,383,51.4,0.37,Despejado,0.91,Semáforo averiado,Mañana,0,0,0.358,0.9533,1,1,1
COL-0010,Bogotá,2023-01-24,17,4.7095,-74.0571,Residencial,Sensor_Fijo,Industrial,64.6,Crítico,54,521,43.1,0.6,Despejado,0.76,Obra en construcción,Tarde,1,0,0.576,1.4988,1,1,1
COL-0518,Bogotá,2023-02-13,4,4.6626,-74.0562,Residencial,Sensor_Fijo,Eventos,39.2,Bajo,5,55,56.9,0.02,Nublado,0.76,Medición estándar,Madrugada,0,0,0.032,0.6889,0,2,1
COL-0660,Bogotá,2023-02-13,13,4.6895,-74.1156,Residencial,Sensor_Móvil,Comercio,57.1,Alto,25,205,57.7,0.29,Lluvioso,0.75,Alta afluencia peatonal,Tarde,0,0,0.274,0.9896,1,2,1
COL-0253,Bogotá,2023-02-23,23,4.6825,-74.1113,Comercial,Sensor_Móvil,Eventos,54.9,Bajo,29,345,50.8,0.43,Despejado,0.81,Festival o concierto,Noche,0,0,0.374,1.0807,0,2,1
COL-0028,Bogotá,2023-03-01,19,4.7335,-74.0323,Residencial,Sensor_Fijo,Comercio,51.3,Moderado,57,840,42.4,0.74,Despejado,0.87,Operación normal,Noche,1,0,0.672,1.2099,1,3,1
COL-0893,Bogotá,2023-03-08,10,4.7288,-74.0613,Mixta,Sensor_Ciudadano,Industrial,70.6,Alto,65,955,37.5,0.89,Despejado,0.84,Obra en construcción,Mañana,0,1,0.794,1.8827,1,3,1
COL-0161,Bogotá,2023-03-12,20,4.7543,-74.1082,Mixta,Sensor_Fijo,Transporte_Público,67.2,Alto,65,590,25.2,0.81,Despejado,0.72,Evento especial cercano,Noche,0,1,0.746,2.6667,1,3,1
COL-0114,Bogotá,2023-03-17,17,4.7008,-74.0503,Hospitalaria,Sensor_Fijo,Industrial,64.3,Crítico,70,987,37.8,1.0,Despejado,0.95,Mercado informal,Tarde,1,1,0.88,1.7011,1,3,1
COL-0965,Bogotá,2023-03-17,21,4.6898,-74.0987,Comercial,Sensor_Móvil,Comercio,74.0,Alto,56,722,40.7,0.81,Lluvioso,0.74,Medición estándar,Noche,0,1,0.71,1.8182,1,3,1
COL-0068,Bogotá,2023-03-30,23,4.6793,-74.0323,Comercial,Sensor_Fijo,Tráfico_Vehicular,60.5,Moderado,28,228,47.6,0.41,Nublado,0.89,Evento especial cercano,Noche,0,1,0.358,1.271,0,3,1
COL-0540,Bogotá,2023-03-31,6,4.6886,-74.0983,Comercial,Sensor_Fijo,Comercio,53.7,Bajo,56,830,27.1,0.78,Ventoso,0.77,Mercado informal,Mañana,0,0,0.692,1.9815,1,3,1
COL-0806,Bogotá,2023-04-05,0,4.7436,-74.1059,Residencial,Sensor_Móvil,Transporte_Público,31.6,Bajo,0,0,52.0,0.09,Despejado,0.9,Operación normal,Madrugada,0,0,0.054,0.6077,0,4,2
COL-0553,Bogotá,2023-04-05,23,4.7344,-74.1184,Mixta,Sensor_Fijo,Tráfico_Vehicular,61.1,Moderado,24,232,53.6,0.45,Lluvioso,0.98,Operación normal,Noche,0,1,0.366,1.1399,0,4,2
COL-0117,Bogotá,2023-04-13,11,4.664,-74.0837,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,71.2,Alto,53,651,38.9,0.64,Ventoso,0.91,Operación normal,Mañana,0,1,0.596,1.8303,1,4,2
COL-0325,Bogotá,2023-04-29,7,4.6983,-74.1151,Industrial,Sensor_Fijo,Comercio,89.4,Crítico,70,782,37.5,0.99,Nublado,0.8,Evento especial cercano,Mañana,1,1,0.874,2.384,1,4,2
COL-0738,Bogotá,2023-04-29,18,4.7192,-74.0993,Industrial,Sensor_Fijo,Transporte_Público,90.9,Crítico,73,1000,37.6,0.94,Lluvioso,0.75,Medición estándar,Noche,1,1,0.856,2.4176,1,4,2
COL-0048,Bogotá,2023-05-03,15,4.6938,-74.0254,Comercial,Sensor_Fijo,Tráfico_Vehicular,69.0,Moderado,63,912,39.4,0.73,Despejado,0.9,Evento especial cercano,Tarde,0,0,0.69,1.7513,1,5,2
COL-0586,Bogotá,2023-05-04,1,4.751,-74.0734,Comercial,Sensor_Fijo,Tráfico_Vehicular,64.6,Moderado,31,319,43.8,0.42,Lluvioso,0.73,Operación normal,Madrugada,0,1,0.376,1.4749,0,5,2
COL-0634,Bogotá,2023-05-09,1,4.7597,-74.0655,Industrial,Sensor_Fijo,Tráfico_Vehicular,68.7,Moderado,11,143,60.1,0.19,Despejado,0.81,Mercado informal,Madrugada,0,0,0.158,1.1431,0,5,2
COL-0933,Bogotá,2023-05-11,22,4.7517,-74.0533,Comercial,Sensor_Fijo,Mixta,65.6,Moderado,23,276,51.9,0.28,Ventoso,0.83,Alta afluencia peatonal,Noche,0,1,0.26,1.264,0,5,2
COL-0946,Bogotá,2023-05-24,17,4.718,-74.0493,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,74.2,Crítico,79,1045,35.6,1.0,Nublado,0.94,Semáforo averiado,Tarde,1,1,0.916,2.0843,1,5,2
COL-0426,Bogotá,2023-06-01,7,4.7193,-74.0471,Residencial,Sensor_Móvil,Tráfico_Vehicular,57.2,Alto,63,927,40.4,0.81,Despejado,0.71,Evento especial cercano,Mañana,1,0,0.738,1.4158,1,6,2
COL-0668,Bogotá,2023-06-03,0,4.7088,-74.0843,Residencial,Sensor_Fijo,Mixta,37.8,Bajo,0,0,63.8,0.12,Despejado,0.96,Obra en construcción,Madrugada,0,0,0.072,0.5925,0,6,2
COL-0257,Bogotá,2023-06-08,21,4.6642,-74.0922,Residencial,Sensor_Fijo,Tráfico_Vehicular,50.4,Moderado,36,296,44.1,0.35,Despejado,0.76,Mercado informal,Noche,0,0,0.354,1.1429,1,6,2
COL-0053,Bogotá,2023-06-28,3,4.7561,-74.0645,Mixta,Sensor_Fijo,Tráfico_Vehicular,48.9,Bajo,20,223,50.4,0.38,Nublado,1.0,Mercado informal,Madrugada,0,0,0.308,0.9702,0,6,2
COL-0534,Bogotá,2023-07-13,12,4.7286,-74.0479,Residencial,Sensor_Móvil,Construcción,60.0,Alto,37,496,38.2,0.55,Ventoso,0.74,Festival o concierto,Tarde,0,0,0.478,1.5707,1,7,3
COL-0232,Bogotá,2023-07-14,9,4.6727,-74.0874,Mixta,Sensor_Fijo,Transporte_Público,82.2,Crítico,77,760,31.8,0.96,Despejado,0.76,Moto dañada transitando,Mañana,1,1,0.884,2.5849,1,7,3
COL-0188,Bogotá,2023-07-14,10,4.7539,-74.122,Industrial,Sensor_Fijo,Transporte_Público,86.6,Alto,56,454,31.1,0.74,Nublado,0.99,Operación normal,Mañana,0,1,0.668,2.7846,1,7,3
COL-0531,Bogotá,2023-08-07,6,4.7284,-74.0299,Comercial,Sensor_Móvil,Eventos,60.0,Moderado,51,453,41.5,0.7,Despejado,0.79,Medición estándar,Mañana,0,0,0.624,1.4458,1,8,3
COL-0776,Bogotá,2023-08-08,15,4.7485,-74.0258,Comercial,Sensor_Fijo,Tráfico_Vehicular,68.2,Moderado,63,789,34.6,0.93,Despejado,0.79,Alta afluencia peatonal,Tarde,0,0,0.81,1.9711,1,8,3
COL-0369,Bogotá,2023-08-11,23,4.7124,-74.0254,Comercial,Sensor_Móvil,Transporte_Público,60.6,Moderado,25,336,53.2,0.3,Ventoso,0.98,Operación normal,Noche,0,1,0.28,1.1391,0,8,3
COL-0581,Bogotá,2023-08-14,10,4.6753,-74.0462,Industrial,Sensor_Ciudadano,Construcción,87.7,Alto,51,521,25.0,0.58,Lluvioso,0.84,Festival o concierto,Mañana,0,1,0.552,3.508,1,8,3
COL-0258,Bogotá,2023-08-16,6,4.7269,-74.09,Residencial,Sensor_Móvil,Construcción,38.3,Bajo,22,228,60.0,0.4,Nublado,0.76,Medición estándar,Mañana,0,0,0.328,0.6383,1,8,3
COL-0902,Bogotá,2023-08-17,12,4.6851,-74.0376,Industrial,Sensor_Móvil,Tráfico_Vehicular,72.4,Moderado,49,600,43.1,0.6,Despejado,0.95,Medición estándar,Tarde,0,0,0.556,1.6798,1,8,3
COL-0657,Bogotá,2023-08-24,0,4.7229,-74.1015,Residencial,Sensor_Móvil,Transporte_Público,41.3,Bajo,0,0,60.1,0.02,Nublado,0.93,Operación normal,Madrugada,0,0,0.012,0.6872,0,8,3
COL-0705,Bogotá,2023-08-29,15,4.7366,-74.0718,Residencial,Sensor_Fijo,Transporte_Público,53.5,Moderado,34,362,44.6,0.56,Despejado,0.93,Medición estándar,Tarde,0,0,0.472,1.1996,1,8,3
COL-0909,Bogotá,2023-09-02,18,4.6791,-74.0872,Residencial,Sensor_Fijo,Eventos,58.9,Alto,64,587,29.8,0.74,Despejado,0.83,Semáforo averiado,Noche,1,1,0.7,1.9765,1,9,3
COL-0869,Bogotá,2023-09-13,3,4.7559,-74.0253,Comercial,Sensor_Fijo,Tráfico_Vehicular,60.2,Moderado,32,258,41.5,0.48,Nublado,0.93,Moto dañada transitando,Madrugada,0,1,0.416,1.4506,0,9,3
COL-0356,Bogotá,2023-09-13,14,4.7038,-74.0979,Residencial,Sensor_Fijo,Industrial,58.0,Alto,31,372,47.5,0.43,Nublado,0.81,Semáforo averiado,Tarde,0,0,0.382,1.2211,1,9,3
COL-0852,Bogotá,2023-09-15,5,4.6654,-74.0357,Mixta,Sensor_Fijo,Construcción,60.3,Moderado,28,375,45.6,0.32,Despejado,0.99,Festival o concierto,Madrugada,0,1,0.304,1.3224,0,9,3
COL-0957,Bogotá,2023-09-24,21,4.7345,-74.0746,Educativa,Sensor_Fijo,Comercio,54.9,Moderado,35,489,39.2,0.4,Despejado,0.71,Semáforo averiado,Noche,0,0,0.38,1.4005,1,9,3
COL-0463,Bogotá,2023-09-25,7,4.7182,-74.0826,Residencial,Sensor_Móvil,Transporte_Público,54.1,Moderado,59,805,42.6,0.8,Ventoso,0.9,Evento especial cercano,Mañana,1,0,0.716,1.27,1,9,3
COL-0436,Bogotá,2023-09-28,21,4.7319,-74.0513,Residencial,Sensor_Móvil,Tráfico_Vehicular,44.1,Bajo,37,441,48.0,0.49,Despejado,0.95,Medición estándar,Noche,0,0,0.442,0.9188,1,9,3
COL-0156,Bogotá,2023-10-02,9,4.6844,-74.0699,Comercial,Sensor_Móvil,Comercio,77.5,Crítico,92,795,31.0,1.0,Nublado,0.96,Festival o concierto,Mañana,1,1,0.968,2.5,1,10,4
COL-0948,Bogotá,2023-11-02,11,4.7352,-74.0233,Mixta,Sensor_Fijo,Construcción,76.6,Crítico,54,621,32.3,0.75,Lluvioso,0.89,Evento especial cercano,Mañana,0,1,0.666,2.3715,1,11,4
COL-0259,Bogotá,2023-11-03,5,4.7142,-74.1056,Comercial,Sensor_Ciudadano,Construcción,65.9,Moderado,32,394,52.4,0.36,Lluvioso,0.71,Evento especial cercano,Madrugada,0,1,0.344,1.2576,0,11,4
COL-0146,Bogotá,2023-11-07,3,4.6847,-74.0922,Hospitalaria,Sensor_Fijo,Tráfico_Vehicular,39.7,Moderado,0,0,58.6,0.1,Lluvioso,0.75,Semáforo averiado,Madrugada,0,0,0.06,0.6775,0,11,4
COL-0420,Bogotá,2023-11-07,21,4.703,-74.0585,Educativa,Sensor_Móvil,Tráfico_Vehicular,53.5,Moderado,37,493,40.1,0.36,Despejado,0.86,Moto dañada transitando,Noche,0,0,0.364,1.3342,1,11,4
COL-0312,Bogotá,2023-11-14,15,4.6678,-74.1111,Mixta,Sensor_Ciudadano,Transporte_Público,64.0,Moderado,49,570,39.6,0.75,Nublado,0.77,Moto dañada transitando,Tarde,0,0,0.646,1.6162,1,11,4
COL-0883,Bogotá,2023-11-23,4,4.6708,-74.1028,Comercial,Sensor_Fijo,Tráfico_Vehicular,53.9,Bajo,25,341,46.5,0.28,Despejado,0.72,Medición estándar,Madrugada,0,0,0.268,1.1591,0,11,4
